Epoch,Index,Expected Output,Output,Error,Type
6,0,0,0.5018007147846291,-0.5018007147846291,Bad Fact
6,1,0,0.5064987161478215,-0.5064987161478215,Bad Fact
6,2,1,0.5097183909621699,0.49028160903783014,Bad Fact
6,3,0,0.5078265139133981,-0.5078265139133981,Bad Fact
6,4,1,0.49835708389276606,0.501642916107234,Bad Fact
6,5,1,0.5074865304661199,0.4925134695338801,Bad Fact
6,6,0,0.5039339273819172,-0.5039339273819172,Bad Fact
6,7,0,0.5058483755896394,-0.5058483755896394,Bad Fact
6,8,0,0.5048366691482533,-0.5048366691482533,Bad Fact
6,9,1,0.504966046233831,0.495033953766169,Bad Fact
6,10,1,0.5085987596090588,0.49140124039094124,Bad Fact
6,11,0,0.49728113804621166,-0.49728113804621166,Bad Fact
6,12,1,0.5060718538970894,0.4939281461029106,Bad Fact
6,13,0,0.5148609189435667,-0.5148609189435667,Bad Fact
6,14,0,0.5111726320440776,-0.5111726320440776,Bad Fact
6,15,1,0.5020821859186616,0.4979178140813384,Bad Fact
6,16,0,0.5038660339518337,-0.5038660339518337,Bad Fact
6,17,1,0.5031133880433282,0.49688661195667183,Bad Fact
6,18,1,0.5078049736245962,0.4921950263754038,Bad Fact
6,19,1,0.5115788579449448,0.48842114205505516,Bad Fact
6,20,1,0.5002942114902458,0.4997057885097542,Bad Fact
6,21,0,0.5094462817436827,-0.5094462817436827,Bad Fact
6,22,0,0.5070388828132857,-0.5070388828132857,Bad Fact
6,23,1,0.5065252069554169,0.4934747930445831,Bad Fact
6,24,0,0.5009145028136275,-0.5009145028136275,Bad Fact
6,25,1,0.50532065742154,0.49467934257846,Bad Fact
7,0,0,0.4986112981806386,-0.4986112981806386,Bad Fact
7,1,0,0.5013371350207926,-0.5013371350207926,Bad Fact
7,2,1,0.5048763642850381,0.4951236357149619,Bad Fact
7,3,0,0.5022361900120185,-0.5022361900120185,Bad Fact
7,4,1,0.49482817649795474,0.5051718235020453,Bad Fact
7,5,1,0.5028961333782473,0.49710386662175265,Bad Fact
7,6,0,0.4989252778199152,-0.4989252778199152,Bad Fact
7,7,0,0.5002076708418653,-0.5002076708418653,Bad Fact
7,8,0,0.4993481413185194,-0.4993481413185194,Bad Fact
7,9,1,0.4997739108696998,0.5002260891303002,Bad Fact
7,10,1,0.5031052281579526,0.49689477184204744,Bad Fact
7,11,0,0.4925172151154226,-0.4925172151154226,Bad Fact
7,12,1,0.5003565560078069,0.49964344399219307,Bad Fact
7,13,0,0.5102623619671048,-0.5102623619671048,Bad Fact
7,14,0,0.5068351462036169,-0.5068351462036169,Bad Fact
7,15,1,0.4968672056479635,0.5031327943520365,Bad Fact
7,16,0,0.49971752035655825,-0.49971752035655825,Bad Fact
7,17,1,0.4995846750537058,0.5004153249462941,Bad Fact
7,18,1,0.5039566084273136,0.4960433915726864,Bad Fact
7,19,1,0.5075046802387047,0.49249531976129535,Bad Fact
7,20,1,0.4953025232084294,0.5046974767915706,Bad Fact
7,21,0,0.5044590633461937,-0.5044590633461937,Bad Fact
7,22,0,0.5026683377965431,-0.5026683377965431,Bad Fact
7,23,1,0.5011989913198525,0.49880100868014754,Bad Fact
7,24,0,0.49614727789120644,-0.49614727789120644,Bad Fact
7,25,1,0.5009338664962548,0.4990661335037452,Bad Fact
8,0,0,0.4978436161910222,-0.4978436161910222,Bad Fact
8,1,0,0.49999178702350466,-0.49999178702350466,Bad Fact
8,2,1,0.5039745027759676,0.49602549722403244,Bad Fact
8,3,0,0.5010342020700355,-0.5010342020700355,Bad Fact
8,4,1,0.4943205898137342,0.5056794101862658,Bad Fact
8,5,1,0.5022117860582217,0.4977882139417783,Bad Fact
8,6,0,0.497751528138237,-0.497751528138237,Bad Fact
8,7,0,0.4989722399470291,-0.4989722399470291,Bad Fact
8,8,0,0.4982329857074021,-0.4982329857074021,Bad Fact
8,9,1,0.4987367087303295,0.5012632912696705,Bad Fact
8,10,1,0.501780464782369,0.49821953521763096,Bad Fact
8,11,0,0.4915359151100642,-0.4915359151100642,Bad Fact
8,12,1,0.4991660266937542,0.5008339733062458,Bad Fact
8,13,0,0.5092092413142394,-0.5092092413142394,Bad Fact
8,14,0,0.5060433436843105,-0.5060433436843105,Bad Fact
8,15,1,0.4958112922333477,0.5041887077666523,Bad Fact
8,16,0,0.4991195845038459,-0.4991195845038459,Bad Fact
8,17,1,0.49907966365810214,0.5009203363418979,Bad Fact
8,18,1,0.5031670858810872,0.49683291411891284,Bad Fact
8,19,1,0.5064684866638686,0.49353151333613143,Bad Fact
8,20,1,0.4944030979326461,0.5055969020673539,Bad Fact
8,21,0,0.503643602935624,-0.503643602935624,Bad Fact
8,22,0,0.5018545598793813,-0.5018545598793813,Bad Fact
8,23,1,0.5000335358087684,0.4999664641912316,Bad Fact
8,24,0,0.49516802851994984,-0.49516802851994984,Bad Fact
8,25,1,0.5004222264361771,0.49957777356382294,Bad Fact
9,0,0,0.49755732843496764,-0.49755732843496764,Bad Fact
9,1,0,0.4994058856713343,-0.4994058856713343,Bad Fact
9,2,1,0.5038580058647293,0.4961419941352707,Bad Fact
9,3,0,0.5007063958568788,-0.5007063958568788,Bad Fact
9,4,1,0.4944132257356734,0.5055867742643265,Bad Fact
9,5,1,0.5023058927535908,0.49769410724640917,Bad Fact
9,6,0,0.49734081939600683,-0.49734081939600683,Bad Fact
9,7,0,0.4986136614253496,-0.4986136614253496,Bad Fact
9,8,0,0.4979883871875165,-0.4979883871875165,Bad Fact
9,9,1,0.49852718603246177,0.5014728139675382,Bad Fact
9,10,1,0.5012858054667533,0.4987141945332467,Bad Fact
9,11,0,0.4913059682496941,-0.4913059682496941,Bad Fact
9,12,1,0.4988767873265838,0.5011232126734162,Bad Fact
9,13,0,0.5088634481217844,-0.5088634481217844,Bad Fact
9,14,0,0.5059585194473166,-0.5059585194473166,Bad Fact
9,15,1,0.49558283251951535,0.5044171674804847,Bad Fact
9,16,0,0.4992285532069644,-0.4992285532069644,Bad Fact
9,17,1,0.49917650824798987,0.5008234917520101,Bad Fact
9,18,1,0.5029869303230308,0.49701306967696923,Bad Fact
9,19,1,0.506037782572273,0.49396221742772695,Bad Fact
9,20,1,0.49431781121452345,0.5056821887854765,Bad Fact
9,21,0,0.503660594361195,-0.503660594361195,Bad Fact
9,22,0,0.501748919936984,-0.501748919936984,Bad Fact
9,23,1,0.49969637163482544,0.5003036283651745,Bad Fact
9,24,0,0.49494225625566524,-0.49494225625566524,Bad Fact
9,25,1,0.5006834912348382,0.49931650876516176,Bad Fact
10,0,0,0.49736578904443124,-0.49736578904443124,Bad Fact
10,1,0,0.49897007345378747,-0.49897007345378747,Bad Fact
10,2,1,0.5038982177700521,0.49610178222994794,Bad Fact
10,3,0,0.5005524947617708,-0.5005524947617708,Bad Fact
10,4,1,0.4946238788299304,0.5053761211700696,Bad Fact
10,5,1,0.5025553665531401,0.49744463344685985,Bad Fact
10,6,0,0.4970811185106301,-0.4970811185106301,Bad Fact
10,7,0,0.49842883023161144,-0.49842883023161144,Bad Fact
10,8,0,0.4979164376829533,-0.4979164376829533,Bad Fact
10,9,1,0.49848255167307276,0.5015174483269272,Bad Fact
10,10,1,0.5009557782964926,0.4990442217035074,Bad Fact
10,11,0,0.4912235856429608,-0.4912235856429608,Bad Fact
10,12,1,0.4987668788053392,0.5012331211946608,Bad Fact
10,13,0,0.5086592052541632,-0.5086592052541632,Bad Fact
10,14,0,0.5060149660349015,-0.5060149660349015,Bad Fact
10,15,1,0.49551817784954433,0.5044818221504557,Bad Fact
10,16,0,0.4994780909607889,-0.4994780909607889,Bad Fact
10,17,1,0.4993928843721885,0.5006071156278116,Bad Fact
10,18,1,0.5029281589618457,0.49707184103815427,Bad Fact
10,19,1,0.5057275524497363,0.49427244755026367,Bad Fact
10,20,1,0.4943937819180438,0.5056062180819563,Bad Fact
10,21,0,0.50384477435721,-0.50384477435721,Bad Fact
10,22,0,0.5017837263127802,-0.5017837263127802,Bad Fact
10,23,1,0.4995234030523803,0.5004765969476197,Bad Fact
10,24,0,0.4948655162530714,-0.4948655162530714,Bad Fact
10,25,1,0.5010999365624376,0.49890006343756244,Bad Fact
11,0,0,0.49719199818897797,-0.49719199818897797,Bad Fact
11,1,0,0.4985628138755545,-0.4985628138755545,Bad Fact
11,2,1,0.5039700214223234,0.4960299785776766,Bad Fact
11,3,0,0.5004330860017081,-0.5004330860017081,Bad Fact
11,4,1,0.49485668459024046,0.5051433154097595,Bad Fact
11,5,1,0.5028363063382125,0.4971636936617875,Bad Fact
11,6,0,0.49685054983849053,-0.49685054983849053,Bad Fact
11,7,0,0.49827773635619343,-0.49827773635619343,Bad Fact
11,8,0,0.4978782269478006,-0.4978782269478006,Bad Fact
11,9,1,0.498470973001228,0.501529026998772,Bad Fact
11,10,1,0.500657768604819,0.49934223139518097,Bad Fact
11,11,0,0.4911685781892813,-0.4911685781892813,Bad Fact
11,12,1,0.49869262502169964,0.5013073749783004,Bad Fact
11,13,0,0.5084837855095932,-0.5084837855095932,Bad Fact
11,14,0,0.5061000933268468,-0.5061000933268468,Bad Fact
11,15,1,0.4954852757013576,0.5045147242986424,Bad Fact
11,16,0,0.4997556588483977,-0.4997556588483977,Bad Fact
11,17,1,0.4996329761056046,0.5003670238943954,Bad Fact
11,18,1,0.5028937013514024,0.49710629864859757,Bad Fact
11,19,1,0.5054410488606784,0.4945589511393216,Bad Fact
11,20,1,0.4945011892599281,0.505498810740072,Bad Fact
11,21,0,0.504063875760342,-0.504063875760342,Bad Fact
11,22,0,0.5018459308451676,-0.5018459308451676,Bad Fact
11,23,1,0.49938237064369906,0.5006176293563009,Bad Fact
11,24,0,0.49481754415615786,-0.49481754415615786,Bad Fact
11,25,1,0.5015489389128144,0.4984510610871856,Bad Fact
12,0,0,0.4970205819370847,-0.4970205819370847,Bad Fact
12,1,0,0.4981596574150663,-0.4981596574150663,Bad Fact
12,2,1,0.5040485066788366,0.4959514933211634,Bad Fact
12,3,0,0.5003203734881347,-0.5003203734881347,Bad Fact
12,4,1,0.49509265951246567,0.5049073404875344,Bad Fact
12,5,1,0.5031241517615799,0.4968758482384201,Bad Fact
12,6,0,0.4966247710792439,-0.4966247710792439,Bad Fact
12,7,0,0.49813242895854964,-0.49813242895854964,Bad Fact
12,8,0,0.49784608743637515,-0.49784608743637515,Bad Fact
12,9,1,0.4984662708165628,0.5015337291834372,Bad Fact
12,10,1,0.5003652094831568,0.49963479051684323,Bad Fact
12,11,0,0.4911169830159093,-0.4911169830159093,Bad Fact
12,12,1,0.49862543069366294,0.5013745693063371,Bad Fact
12,13,0,0.5083146301320691,-0.5083146301320691,Bad Fact
12,14,0,0.5061914906561716,-0.5061914906561716,Bad Fact
12,15,1,0.49545785217219784,0.5045421478278022,Bad Fact
12,16,0,0.5000390142380282,-0.5000390142380282,Bad Fact
12,17,1,0.499877882122598,0.500122117877402,Bad Fact
12,18,1,0.5028642740385252,0.4971357259614748,Bad Fact
12,19,1,0.5051588079379995,0.4948411920620005,Bad Fact
12,20,1,0.4946142944061955,0.5053857055938045,Bad Fact
12,21,0,0.5042916963648879,-0.5042916963648879,Bad Fact
12,22,0,0.5019129675871856,-0.5019129675871856,Bad Fact
12,23,1,0.4992468561333462,0.5007531438666538,Bad Fact
12,24,0,0.49477442039343156,-0.49477442039343156,Bad Fact
12,25,1,0.5020063896629998,0.4979936103370002,Bad Fact
13,0,0,0.4968484348558606,-0.4968484348558606,Bad Fact
13,1,0,0.49775548315503193,-0.49775548315503193,Bad Fact
13,2,1,0.5041287106621973,0.49587128933780267,Bad Fact
13,3,0,0.5002087809225749,-0.5002087809225749,Bad Fact
13,4,1,0.49532812355078887,0.5046718764492111,Bad Fact
13,5,1,0.5034141173954876,0.4965858826045124,Bad Fact
13,6,0,0.49639885416508794,-0.49639885416508794,Bad Fact
13,7,0,0.4979872646064528,-0.4979872646064528,Bad Fact
13,8,0,0.49781449649073073,-0.49781449649073073,Bad Fact
13,9,1,0.4984632972856654,0.5015367027143346,Bad Fact
13,10,1,0.5000726457627752,0.4999273542372248,Bad Fact
13,11,0,0.4910639908502046,-0.4910639908502046,Bad Fact
13,12,1,0.49855960999885635,0.5014403900011437,Bad Fact
13,13,0,0.5081471309353983,-0.5081471309353983,Bad Fact
13,14,0,0.5062846996792423,-0.5062846996792423,Bad Fact
13,15,1,0.49543068888400715,0.5045693111159928,Bad Fact
13,16,0,0.5003238870842209,-0.5003238870842209,Bad Fact
13,17,1,0.5001240114270874,0.4998759885729126,Bad Fact
13,18,1,0.502836076997271,0.49716392300272905,Bad Fact
13,19,1,0.5048767530412858,0.49512324695871424,Bad Fact
13,20,1,0.49472807697961807,0.5052719230203819,Bad Fact
13,21,0,0.5045231473807621,-0.5045231473807621,Bad Fact
13,22,0,0.5019802829262904,-0.5019802829262904,Bad Fact
13,23,1,0.4991115113068342,0.5008884886931658,Bad Fact
13,24,0,0.49473140343464567,-0.49473140343464567,Bad Fact
13,25,1,0.5024677891555126,0.4975322108444874,Bad Fact
14,0,0,0.4966748945191437,-0.4966748945191437,Bad Fact
14,1,0,0.4973490196573822,-0.4973490196573822,Bad Fact
14,2,1,0.5042096425269417,0.49579035747305833,Bad Fact
14,3,0,0.5000971573686697,-0.5000971573686697,Bad Fact
14,4,1,0.49556244317683174,0.5044375568231683,Bad Fact
14,5,1,0.5037053554212434,0.4962946445787566,Bad Fact
14,6,0,0.4961717372294031,-0.4961717372294031,Bad Fact
14,7,0,0.4978410420607823,-0.4978410420607823,Bad Fact
14,8,0,0.4977823414237845,-0.4977823414237845,Bad Fact
14,9,1,0.49846109377505426,0.5015389062249458,Bad Fact
14,10,1,0.49977882673522606,0.5002211732647739,Bad Fact
14,11,0,0.4910086058966673,-0.4910086058966673,Bad Fact
14,12,1,0.4984940401543397,0.5015059598456604,Bad Fact
14,13,0,0.5079802546374236,-0.5079802546374236,Bad Fact
14,14,0,0.5063788369585891,-0.5063788369585891,Bad Fact
14,15,1,0.49540276042300735,0.5045972395769927,Bad Fact
14,16,0,0.5006095858492383,-0.5006095858492383,Bad Fact
14,17,1,0.5003708214649484,0.4996291785350516,Bad Fact
14,18,1,0.5028083934528415,0.49719160654715855,Bad Fact
14,19,1,0.5045938719146148,0.4954061280853852,Bad Fact
14,20,1,0.4948416427794689,0.5051583572205312,Bad Fact
14,21,0,0.5047573452978887,-0.5047573452978887,Bad Fact
14,22,0,0.502046909519683,-0.502046909519683,Bad Fact
14,23,1,0.4989751838700563,0.5010248161299438,Bad Fact
14,24,0,0.4946875709869067,-0.4946875709869067,Bad Fact
14,25,1,0.502932543069856,0.497067456930144,Bad Fact
15,0,0,0.4964997847469096,-0.4964997847469096,Bad Fact
15,1,0,0.4969397621885345,-0.4969397621885345,Bad Fact
15,2,1,0.5042911024019284,0.4957088975980716,Bad Fact
15,3,0,0.4999852338350365,-0.4999852338350365,Bad Fact
15,4,1,0.4957955907224677,0.5042044092775323,Bad Fact
15,5,1,0.5039978020740814,0.4960021979259186,Bad Fact
15,6,0,0.49594312880056785,-0.49594312880056785,Bad Fact
15,7,0,0.4976934446912009,-0.4976934446912009,Bad Fact
15,8,0,0.4977493879557984,-0.4977493879557984,Bad Fact
15,9,1,0.4984595375250087,0.5015404624749913,Bad Fact
15,10,1,0.49948333915388754,0.5005166608461125,Bad Fact
15,11,0,0.4909505913555662,-0.4909505913555662,Bad Fact
15,12,1,0.4984285081797345,0.5015714918202655,Bad Fact
15,13,0,0.5078136800294506,-0.5078136800294506,Bad Fact
15,14,0,0.5064737308620259,-0.5064737308620259,Bad Fact
15,15,1,0.4953738768327149,0.5046261231672851,Bad Fact
15,16,0,0.5008961317205897,-0.5008961317205897,Bad Fact
15,17,1,0.5006183766137587,0.49938162338624126,Bad Fact
15,18,1,0.5027811209417268,0.4972188790582732,Bad Fact
15,19,1,0.5043097622268564,0.4956902377731436,Bad Fact
15,20,1,0.49495492010913994,0.5050450798908601,Bad Fact
15,21,0,0.5049942453844717,-0.5049942453844717,Bad Fact
15,22,0,0.5021125933825421,-0.5021125933825421,Bad Fact
15,23,1,0.49883755714582206,0.5011624428541779,Bad Fact
15,24,0,0.494642761867436,-0.494642761867436,Bad Fact
15,25,1,0.5034008361311864,0.49659916386881364,Bad Fact
16,0,0,0.4963230257202329,-0.4963230257202329,Bad Fact
16,1,0,0.4965273583514446,-0.4965273583514446,Bad Fact
16,2,1,0.5043730476731954,0.49562695232680465,Bad Fact
16,3,0,0.4998729173465746,-0.4998729173465746,Bad Fact
16,4,1,0.496027658236916,0.5039723417630839,Bad Fact
16,5,1,0.5042915494857554,0.4957084505142446,Bad Fact
16,6,0,0.49571289109399747,-0.49571289109399747,Bad Fact
16,7,0,0.49754433168449397,-0.49754433168449397,Bad Fact
16,8,0,0.49771557667188443,-0.49771557667188443,Bad Fact
16,9,1,0.49845867379142267,0.5015413262085773,Bad Fact
16,10,1,0.4991859363197747,0.5008140636802253,Bad Fact
16,11,0,0.4908898609606488,-0.4908898609606488,Bad Fact
16,12,1,0.4983629831648946,0.5016370168351054,Bad Fact
16,13,0,0.5076472275197732,-0.5076472275197732,Bad Fact
16,14,0,0.5065693511358017,-0.5065693511358017,Bad Fact
16,15,1,0.49534401485525553,0.5046559851447445,Bad Fact
16,16,0,0.5011836879147046,-0.5011836879147046,Bad Fact
16,17,1,0.5008668619370849,0.49913313806291515,Bad Fact
16,18,1,0.5027542795489807,0.49724572045101934,Bad Fact
16,19,1,0.5040241423363668,0.49597585766363317,Bad Fact
16,20,1,0.49506800182675864,0.5049319981732414,Bad Fact
16,21,0,0.5052339712002467,-0.5052339712002467,Bad Fact
16,22,0,0.5021772214435697,-0.5021772214435697,Bad Fact
16,23,1,0.49869848055759985,0.5013015194424002,Bad Fact
16,24,0,0.49459696687429583,-0.49459696687429583,Bad Fact
16,25,1,0.5038730096765585,0.49612699032344154,Bad Fact
17,0,0,0.4961445562350999,-0.4961445562350999,Bad Fact
17,1,0,0.49611148544770334,-0.49611148544770334,Bad Fact
17,2,1,0.5044554666589381,0.49554453334106185,Bad Fact
17,3,0,0.4997601502215564,-0.4997601502215564,Bad Fact
17,4,1,0.49625876066634145,0.5037412393336586,Bad Fact
17,5,1,0.5045867205531783,0.4954132794468217,Bad Fact
17,6,0,0.49548091707484465,-0.49548091707484465,Bad Fact
17,7,0,0.49739359671719263,-0.49739359671719263,Bad Fact
17,8,0,0.4976808828031736,-0.4976808828031736,Bad Fact
17,9,1,0.4984585828575944,0.5015414171424055,Bad Fact
17,10,1,0.49888640422963487,0.5011135957703652,Bad Fact
17,11,0,0.4908263577152718,-0.4908263577152718,Bad Fact
17,12,1,0.4982974712705302,0.5017025287294699,Bad Fact
17,13,0,0.5074807453161183,-0.5074807453161183,Bad Fact
17,14,0,0.5066656951744413,-0.5066656951744413,Bad Fact
17,15,1,0.4953131847073066,0.5046868152926933,Bad Fact
17,16,0,0.5014724460799497,-0.5014724460799497,Bad Fact
17,17,1,0.5011164863955451,0.49888351360445493,Bad Fact
17,18,1,0.5027279139395753,0.4972720860604247,Bad Fact
17,19,1,0.5037367535858903,0.4962632464141097,Bad Fact
17,20,1,0.49518101437174106,0.504818985628259,Bad Fact
17,21,0,0.5054766810828194,-0.5054766810828194,Bad Fact
17,22,0,0.5022407073636597,-0.5022407073636597,Bad Fact
17,23,1,0.4985578361129935,0.5014421638870066,Bad Fact
17,24,0,0.4945502074447595,-0.4945502074447595,Bad Fact
17,25,1,0.5043494378784665,0.49565056212153347,Bad Fact
18,0,0,0.49596431816563935,-0.49596431816563935,Bad Fact
18,1,0,0.4956918258452451,-0.4956918258452451,Bad Fact
18,2,1,0.5045383533936298,0.49546164660637015,Bad Fact
18,3,0,0.4996468819848144,-0.4996468819848144,Bad Fact
18,4,1,0.4964890166144552,0.5035109833855448,Bad Fact
18,5,1,0.5048834440442832,0.4951165559557168,Bad Fact
18,6,0,0.49524710591252075,-0.49524710591252075,Bad Fact
18,7,0,0.4972411397156338,-0.4972411397156338,Bad Fact
18,8,0,0.4976452882686269,-0.4976452882686269,Bad Fact
18,9,1,0.4984593536252658,0.5015406463747343,Bad Fact
18,10,1,0.4985845347580074,0.5014154652419927,Bad Fact
18,11,0,0.4907600297122032,-0.4907600297122032,Bad Fact
18,12,1,0.498231986856624,0.5017680131433759,Bad Fact
18,13,0,0.5073140866123553,-0.5073140866123553,Bad Fact
18,14,0,0.5067627653031513,-0.5067627653031513,Bad Fact
18,15,1,0.49528140356976336,0.5047185964302366,Bad Fact
18,16,0,0.5017626037741536,-0.5017626037741536,Bad Fact
18,17,1,0.5013674636613312,0.4986325363386688,Bad Fact
18,18,1,0.5027020738556933,0.4972979261443067,Bad Fact
18,19,1,0.5034473406394773,0.49655265936052273,Bad Fact
18,20,1,0.4952940918002606,0.5047059081997394,Bad Fact
18,21,0,0.5057225416292402,-0.5057225416292402,Bad Fact
18,22,0,0.5023029686829128,-0.5023029686829128,Bad Fact
18,23,1,0.49841551170630066,0.5015844882936993,Bad Fact
18,24,0,0.4945025115138203,-0.4945025115138203,Bad Fact
18,25,1,0.5048305033145059,0.49516949668549415,Bad Fact
